id,URL,Status,transactionType,transactionSubtype,price,isSubjectToVat,isFurnished,type,subtype,country,region,province,district,locality,postalCode,street,number,box,floor,latitude,longitude,bedroomCount,netHabitableSurface,constructionYear,facadeCount,floorCount,condition,hasLift,kitchen,hasGarden,gardenSurface,hasTerrace,terraceSurface,land,fireplaceExists,hasSwimmingPool,hasAirConditioning,bathroomCount,showerRoomCount,toiletCount,parkingCountIndoor,parkingCountOutdoor,primaryEnergyConsumptionPerSqm,epcScore,heatingType,hasDoubleGlazing,saleType,creationDate,lastModificationDate,bookmarkCount,viewCount
10834781,https://www.immoweb.be/en/classified/10834781,200,FOR_SALE,BUY_REGULAR,280000,False,,APARTMENT,APARTMENT,Belgium,Flanders,Antwerp,Antwerp,Antwerp,2000,Coquilhatstraat,49,,0.0,51.2093638,4.3986407,1,70.0,,2.0,,TO_BE_DONE_UP,,,,,True,9.0,,False,,,1.0,0,,,,168.0,B,GAS,,,2023-09-21T13:32:42.000+0000,2023-09-21T13:32:42.840+0000,,
10834782,https://www.immoweb.be/en/classified/10834782,200,FOR_SALE,BUY_REGULAR,995000,False,False,HOUSE,VILLA,Belgium,Flanders,East Flanders,Sint-Niklaas,Temse,9140,Dorpstraat,19,,,51.1142741,4.1347262,6,655.0,1856.0,3.0,,JUST_RENOVATED,,HYPER_EQUIPPED,,,,,1856.0,False,True,,3.0,0,,2.0,2.0,334.0,D,GAS,True,,2023-09-21T13:32:50.000+0000,2023-09-21T13:32:50.873+0000,,
10834783,https://www.immoweb.be/en/classified/10834783,200,FOR_SALE,BUY_REGULAR,995000,False,False,HOUSE,MANSION,Belgium,Flanders,Antwerp,Antwerp,Antwerp,2018,Edelinckstraat,12,,,51.2102336,4.411159,6,350.0,1892.0,2.0,,GOOD,,HYPER_EQUIPPED,,,True,33.0,108.0,False,,,3.0,0,,,,,,GAS,True,,2023-09-21T13:32:53.000+0000,2023-09-21T13:32:54.233+0000,,
10834786,https://www.immoweb.be/en/classified/10834786,200,FOR_SALE,BUY_REGULAR,2075000,False,False,APARTMENT,PENTHOUSE,Belgium,Flanders,Antwerp,Antwerp,Antwerp,2000,Frankrijklei,41,,8.0,51.2166258,4.4151518,2,250.0,2015.0,,,JUST_RENOVATED,True,INSTALLED,,,True,185.0,,False,,,2.0,0,,,,211.0,C,GAS,True,,2023-09-21T13:33:05.000+0000,2023-09-21T13:33:06.537+0000,,
10834785,https://www.immoweb.be/en/classified/10834785,200,FOR_SALE,BUY_REGULAR,4200000,False,,HOUSE,EXCEPTIONAL_PROPERTY,Belgium,Flanders,Antwerp,Antwerp,Antwerp,2000,Lange Klarenstraat,10,,,51.2192764,4.4085498,10,1500.0,1927.0,2.0,,GOOD,True,,,,True,50.0,0.0,False,,,,0,,,,,,GAS,True,,2023-09-21T13:33:01.000+0000,2023-09-21T13:33:02.003+0000,,
10834784,https://www.immoweb.be/en/classified/10834784,200,FOR_SALE,BUY_REGULAR,2950000,False,False,HOUSE,EXCEPTIONAL_PROPERTY,Belgium,Flanders,Antwerp,Antwerp,Antwerp,2000,Happaertstraat,21,,,51.2153728,4.4013784,7,1165.0,,4.0,,TO_BE_DONE_UP,,,,,True,,696.0,False,,,6.0,0,,1.0,1.0,,,GAS,True,,2023-09-21T13:32:57.000+0000,2023-09-21T13:32:58.500+0000,,
10834787,https://www.immoweb.be/en/classified/10834787,200,FOR_SALE,BUY_REGULAR,950000,False,False,HOUSE,MANSION,Belgium,Flanders,Antwerp,Antwerp,Antwerp,2600,Cogels-Osylei,72,,,51.2022262,4.4336531,5,370.0,1901.0,2.0,,TO_BE_DONE_UP,,HYPER_EQUIPPED,True,130.0,,,230.0,False,,,2.0,0,,,,375.0,D,GAS,True,,2023-09-21T13:33:09.000+0000,2023-09-21T13:33:09.693+0000,,
10834788,https://www.immoweb.be/en/classified/10834788,200,FOR_SALE,BUY_REGULAR,525000,False,False,APARTMENT,APARTMENT,Belgium,Flanders,Antwerp,Antwerp,Antwerp,2018,Sint-Laureisstraat,144,,2.0,51.2020382,4.3962206,3,112.0,,2.0,,AS_NEW,,INSTALLED,,,True,5.0,,False,,,1.0,0,,,,158.0,B,GAS,True,,2023-09-21T13:33:14.000+0000,2023-09-21T13:33:14.777+0000,,
10834794,https://www.immoweb.be/en/classified/10834794,200,FOR_SALE,BUY_REGULAR,245000,False,False,HOUSE,MIXED_USE_BUILDING,Belgium,Wallonie,Hainaut,Charleroi,Fontaine-l'Eveque,6140,Rue Benoit Fauconnier,9,,,50.4101748,4.3245886,6,303.0,,2.0,,GOOD,False,,,,True,30.0,166.0,False,False,,2.0,2,3.0,,,226.0,C,GAS,True,,2023-09-21T13:34:59.000+0000,2023-09-21T13:38:46.707+0000,,
10834804,https://www.immoweb.be/en/classified/10834804,200,FOR_SALE,BUY_REGULAR,265000,False,,HOUSE,HOUSE,Belgium,Wallonie,Hainaut,Soignies,Le Roeulx,7070,Rue grande,18,,,50.5024246,4.1085493,5,224.0,,2.0,,JUST_RENOVATED,,,,,True,5.0,190.0,False,,,1.0,1,2.0,,,235.0,C,GAS,True,,2023-09-21T13:38:06.000+0000,2023-09-21T13:38:06.830+0000,,
